NULL,0,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,1,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,2,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,3,1,"葛萊芬多",0,0,0,2020-10-14 19:48:00,2020-01-01 00:00:00
NULL,4,1,"葛萊芬多",10,1,0,2020-10-18 05:40:29,2020-01-01 00:00:00
NULL,5,1,"葛萊芬多",0,0,0,2020-10-14 20:36:00,2020-10-16 14:57:00
NULL,6,1,"葛萊芬多",2,1,0,2020-10-18 05:36:43,2020-10-18 05:36:37
NULL,7,1,"葛萊芬多",0,0,0,2020-10-18 05:25:49,2020-10-18 05:25:32
NULL,8,1,"葛萊芬多",0,0,0,2020-10-18 04:32:55,2020-10-18 03:33:49
NULL,9,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,10,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,11,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,12,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,13,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,14,1,"葛萊芬多",0,0,0,2020-10-18 05:40:41,2020-10-18 05:39:46
NULL,15,1,"葛萊芬多",3,1,0,2020-10-18 05:40:56,2020-10-18 05:40:04
NULL,16,1,"葛萊芬多",0,0,0,2020-10-18 05:36:31,2020-10-18 05:12:50
NULL,17,1,"葛萊芬多",0,0,0,2020-10-18 05:35:07,2020-10-18 03:34:45
NULL,18,1,"葛萊芬多",4,1,0,2020-10-18 03:35:56,2020-10-18 03:35:43
NULL,19,1,"葛萊芬多",0,0,0,2020-10-18 04:38:14,2020-10-18 03:35:33
NULL,20,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,21,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,22,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,23,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,24,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,25,1,"葛萊芬多",0,0,0,2020-10-18 05:36:00,2020-10-18 05:35:44
NULL,26,1,"葛萊芬多",0,0,0,2020-10-18 05:34:45,2020-10-18 05:12:25
NULL,27,1,"葛萊芬多",0,0,0,2020-10-18 04:54:12,2020-10-18 03:34:36
NULL,28,1,"葛萊芬多",0,0,0,2020-10-18 04:20:15,2020-01-01 00:00:00
NULL,29,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,30,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,31,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,32,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,33,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,34,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,35,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,36,1,"葛萊芬多",0,0,0,2020-10-18 04:52:06,2020-01-01 00:00:00
NULL,37,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
NULL,38,1,"葛萊芬多",0,0,0,2020-09-12 00:00:00,2020-01-01 00:00:00
