NILL,0,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,1,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,2,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,3,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,4,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,5,1,葛萊芬多,3,1,1,0,2020-09-12 00:00:00,3
NILL,6,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,7,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,8,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,9,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,10,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,11,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,12,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,13,1,葛萊芬多,0,3,0,0,2020-09-12 00:00:00,3
NILL,14,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,15,1,葛萊芬多,3,1,0,0,2020-09-12 00:00:00,3
NILL,16,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,17,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,18,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,19,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,20,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,21,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,22,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,23,1,葛萊芬多,0,2,0,0,2020-09-12 00:00:00,3
NILL,24,1,葛萊芬多,3,1,0,0,2020-09-12 00:00:00,3
NILL,25,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,26,1,葛萊芬多,3,1,0,0,2020-09-12 00:00:00,3
NILL,27,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,28,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,29,1,葛萊芬多,0,3,0,0,2020-09-12 00:00:00,3
NILL,30,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,31,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,32,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,33,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,34,1,葛萊芬多,0,2,0,0,2020-09-12 00:00:00,3
NILL,35,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,36,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,37,1,葛萊芬多,1,2,1,0,2020-09-12 00:00:00,3
NILL,38,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,39,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,40,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,41,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,42,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,43,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,44,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,45,1,葛萊芬多,0,2,0,0,2020-09-12 00:00:00,3
NILL,46,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,47,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,48,1,葛萊芬多,1,1,0,0,2020-09-12 00:00:00,3
NILL,49,1,葛萊芬多,0,3,0,0,2020-09-12 00:00:00,3
NILL,50,1,葛萊芬多,0,3,0,0,2020-09-12 00:00:00,3
NILL,51,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,52,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,53,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,54,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,55,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,56,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,57,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,58,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,59,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,60,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,61,1,葛萊芬多,0,2,0,0,2020-09-12 00:00:00,3
NILL,62,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,63,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,64,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,65,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,66,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,67,1,葛萊芬多,0,2,0,0,2020-09-12 00:00:00,3
NILL,68,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,69,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,70,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,71,1,葛萊芬多,0,2,0,0,2020-09-12 00:00:00,3
NILL,72,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,73,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,74,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,75,1,葛萊芬多,0,3,0,0,2020-09-12 00:00:00,3
NILL,76,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,77,1,葛萊芬多,4,1,0,0,2020-09-12 00:00:00,3
NILL,78,1,葛萊芬多,4,1,1,0,2020-09-12 00:00:00,3
NILL,79,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,80,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,81,1,葛萊芬多,0,2,0,0,2020-09-12 00:00:00,3
NILL,82,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,83,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,84,1,葛萊芬多,0,1,0,0,2020-09-12 00:00:00,3
NILL,85,1,葛萊芬多,0,2,0,0,2020-09-12 00:00:00,3
